taille;age;weight;sex;tour_de_cheville;longueur_du_bras;largeur_du_dos;tour_de_ventre_maximal;tour_de_poitrine;tour_de_poitrine_mesure_a_la_main;hauteur_de_poitrine;hauteur_d_entrejambe;longueur_avant;largeur_des_hanches;hauteur_des_hanches;hauteur_des_genoux;tour_du_cou;largeur_d_epaule;hauteur_des_epaules;largeur_des_epaules_a_l_horizontales;longueur_de_la_colonne_vertebrale_jusqu_au_poignet;tour_de_cuisse;tour_de_taille;hauteur_de_la_taille;profondeur_des_aisselles;longueur_du_dos;tour_de_biceps;tour_de_mollet;tour_de_coude;tour_d_avant_bras;tour_de_tête;tour_de_hanches_haut;tour_de_genou;longueur_du_cou_au_genou;angle_de_l_epaule;longueur_du_côte;longueur_du_tronc;tour_de_sous_poitrine;largeur_de_la_taille;tour_de_poignet;largeur_du_bassin;profondeur_de_poitrine;tour_d_epaule;longueur_d_avant_bras;largeur_de_mamelon_a_mamelon;taille_de_poitrine;bonnet_de_soutien_gorge;tour_de_hanches
169.4942;42.0;70.533556;0.0;25.4;60.9092;0;0;92.40520000000001;0;126.0094;80.2894;0;0;82.49919999999999;48.107600000000005;43.6118;38.5572;140.9954;45.110400000000006;54.9656;62.001400000000004;69.39280000000001;109.2962;0;0;0;0;0;0;0;0;0;0;0;0;0;79.80680000000001;0;0;0;0;0;25.7048;18.3134;91.44;2.0;105.5878
163.49980000000002;32.0;58.286572;0.0;23.012400000000003;55.90540000000001;0;0;89.20479999999999;0;117.1956;76.3016;0;0;80.2894;44.8945;39.497;37.6174;134.5946;43.4086;49.885600000000004;55.7022;71.9074;103.4034;0;0;0;0;0;0;0;0;0;0;0;0;0;76.0984;0;0;0;0;0;23.393400000000003;17.1958;91.44;2.0;100.30460000000001
173.4058;54.0;65.77083999999999;1.0;24.6888;58.293;0;0;93.29419999999999;0;125.3998;76.5048;0;0;84.9884;46.7995;44.805600000000005;40.1574;142.01139999999998;46.7106;54.6608;53.2892;80.1878;97.9932;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;26.009600000000002;21.0058;;;92.50680000000001
183.007;24.0;74.389088;1.0;27.305;66.3956;0;0;96.901;0;132.9944;84.201;0;0;90.19539999999999;51.790600000000005;45.288199999999996;42.6466;149.9997;48.2092;60.1726;59.5122;82.6008;108.20400000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.2542;22.3266;;;100.1014
138.0998;38.0;46.719976;0.0;22.1996;46.202600000000004;0;0;87.9094;0;;59.004200000000004;0;0;67.0052;;44.9072;;;41.402;;50.4952;66.5988;82.3976;0;0;0;0;0;0;0;0;0;0;0;0;0;72.898;0;0;0;0;0;;;86.36;1.0;91.2114
162.1028;49.0;73.481904;1.0;24.892000000000003;56.388;0;0;100.203;0;118.2116;70.4088;0;0;78.2066;43.5102;44.3992;39.2684;134.2009;46.888400000000004;51.7271;57.8104;89.40800000000002;92.1004;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;23.736300000000004;23.2664;;;97.6884
168.30040000000002;48.0;95.481116;1.0;24.6126;60.4012;0;0;114.6048;0;121.793;72.5932;0;0;82.6008;47.3964;51.5112;42.418;139.3063;54.787800000000004;56.273700000000005;66.29400000000001;104.902;97.6884;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.3492;26.2636;;;111.2012
184.9882;29.0;76.657048;1.0;25.5016;67.31;0;0;92.71000000000001;0;137.0076;84.9884;0;0;90.805;52.908199999999994;45.9994;42.697399999999995;152.5016;46.8122;62.0141;58.089800000000004;82.804;109.90580000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;29.0322;20.624799999999997;;;102.20960000000001
165.1;48.0;65.090452;0.0;23.799799999999998;60.8076;0;0;97.10419999999999;0;117.60199999999999;75.7936;0;0;78.994;46.202600000000004;42.900600000000004;38.354;136.7028;44.0944;55.346599999999995;56.6928;77.8002;101.4984;0;0;0;0;0;0;0;0;0;0;0;0;0;83.21039999999999;0;0;0;0;0;23.8633;20.193;91.44;3.0;97.409
183.4896;42.0;80.28578399999999;1.0;26.1112;67.0052;0;0;98.5012;0;132.7912;84.81060000000001;0;0;92.50680000000001;51.790600000000005;44.2976;44.5262;149.098;50.0888;60.4647;57.0992;92.202;110.8964;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;26.9875;23.4188;;;103.505
171.90720000000002;32.0;114.078388;1.0;28.702;60.5028;0;0;118.2116;0;121.5898;72.7964;0;0;84.201;46.101;48.006;42.1132;142.2019;54.406800000000004;55.092600000000004;74.0918;102.6922;94.2086;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;24.4856;25.3746;;;119.71020000000001
188.69660000000002;28.0;109.31567199999999;1.0;27.000200000000003;70.5104;0;0;116.3066;0;138.2014;88.49360000000001;0;0;99.00919999999999;53.8988;50.4952;46.7106;157.4927;57.5056;63.6651;67.8942;109.19460000000001;108.6104;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;29.0322;27.406599999999997;;;115.90020000000001
166.39540000000002;51.0;75.523068;0.0;23.495;54.787800000000004;0;0;103.0986;0;119.2022;74.0918;0;0;82.9056;45.300900000000006;45.212;38.227000000000004;133.7945;45.110400000000006;50.6984;60.4012;91.49080000000001;101.3968;0;0;0;0;0;0;0;0;0;0;0;0;0;84.9884;0;0;0;0;0;23.063200000000002;20.853400000000004;101.6;2.0;104.4956
168.70680000000002;37.0;71.894332;1.0;26.8986;61.1124;0;0;97.6122;0;119.60860000000001;73.9902;0;0;77.8002;45.796200000000006;42.5958;39.0398;136.9949;45.212;55.321200000000005;55.90540000000001;76.91120000000001;96.4946;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;24.4983;20.4978;;;96.18979999999999
172.0088;41.0;87.089664;1.0;26.797;61.2902;0;0;110.2106;0;126.3904;73.9902;0;0;80.899;47.2948;46.8122;41.5544;142.7099;51.68900000000001;56.4769;61.1886;92.202;97.6884;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.679399999999998;25.679399999999998;;;105.6894
166.39540000000002;63.0;60.327736;1.0;25.8064;59.5884;0;0;88.49360000000001;0;118.2116;76.3016;0;0;84.201;46.5963;45.4914;36.931599999999996;135.2931;40.6908;55.079899999999995;52.5018;81.1022;99.39020000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.527;22.8854;;;91.2114
180.4924;19.0;73.481904;1.0;26.797;66.19239999999999;0;0;91.8972;0;132.9944;83.69300000000001;0;0;92.40520000000001;51.9938;45.796200000000006;44.119800000000005;149.5933;49.8094;60.4266;56.489599999999996;81.50860000000002;106.5022;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.8511;22.4282;;;97.79
160.401;33.0;49.214732;0.0;22.606;56.007000000000005;0;0;81.78800000000001;0;118.2116;74.803;0;0;76.60640000000001;44.2976;36.8046;35.306000000000004;132.90550000000002;37.7952;51.5112;50.5968;70.6882;96.7994;0;0;0;0;0;0;0;0;0;0;0;0;0;73.9902;0;0;0;0;0;24.1427;17.526;81.28;2.0;89.9922
167.5892;39.0;58.740164;0.0;23.012400000000003;59.2074;0;0;87.6046;0;123.59639999999999;79.0956;0;0;81.0006;46.7995;43.0022;36.4998;137.5029;40.4114;53.225699999999996;56.007000000000005;70.993;106.60379999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;72.2122;0;0;0;0;0;24.828500000000002;18.5674;91.44;3.0;97.5106
162.8902;40.0;61.23492;0.0;22.9108;57.7088;0;0;86.0044;0;116.4082;77.90180000000001;0;0;79.0956;44.9072;39.8018;36.4236;133.4008;41.5036;52.2605;59.5122;72.6948;102.997;0;0;0;0;0;0;0;0;0;0;0;0;0;75.0062;0;0;0;0;0;24.8158;18.161;86.36;1.0;105.5878
175.895;20.0;76.883844;1.0;26.797;64.4906;0;0;92.50680000000001;0;127.2032;78.7908;0;0;84.50580000000001;49.6062;43.205400000000004;41.656;143.90370000000001;46.7106;57.912000000000006;62.2046;87.50300000000001;103.9876;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;26.5557;21.691599999999998;;;106.5022
180.0098;33.0;87.543256;1.0;27.508200000000002;66.3956;0;0;105.41;0;132.7912;83.9978;0;0;93.39580000000001;50.6984;43.1038;42.7228;148.00580000000002;53.1876;59.7154;61.798199999999994;92.3036;110.5916;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.1018;24.2062;;;102.6922
154.20340000000002;38.0;83.007336;0.0;23.1902;55.3974;0;0;111.2012;0;105.5878;66.9036;0;0;72.4916;42.1005;40.5892;37.4904;125.6919;46.5074;49.555400000000006;72.2122;85.59800000000001;96.2914;0;0;0;0;0;0;0;0;0;0;0;0;0;84.40419999999999;0;0;0;0;0;23.101300000000002;21.1328;96.52;5.0;116.9924
179.197;43.0;78.471416;0.0;24.6126;66.19239999999999;0;0;98.5012;0;129.9972;85.59800000000001;0;0;91.10979999999999;50.6984;42.4942;38.8874;148.3995;46.3042;59.055;64.4906;83.312;113.00460000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;79.1972;0;0;0;0;0;26.2509;18.8976;91.44;3.0;109.70259999999999
161.4932;23.0;55.56502;0.0;23.799799999999998;57.3024;0;0;90.7034;0;114.808;73.7108;0;0;78.3082;43.9039;41.605199999999996;38.2016;130.4036;42.0878;51.828700000000005;55.2958;73.8124;95.19919999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;74.4982;0;0;0;0;0;22.288500000000003;17.653000000000002;91.44;2.0;94.31020000000001
176.91100000000003;58.0;110.903244;0.0;25.907999999999998;62.2046;0;0;123.4948;0;124.79020000000001;78.3082;0;0;89.5096;48.5013;48.107600000000005;39.8526;147.5994;50.012600000000006;56.895999999999994;72.9996;107.4928;110.49;0;0;0;0;0;0;0;0;0;0;0;0;0;105.5878;0;0;0;0;0;25.3619;22.174200000000003;111.76;3.0;126.111
172.59300000000002;47.0;74.389088;1.0;25.4;63.1952;0;0;98.3996;0;120.1928;75.4126;0;0;84.709;48.3108;45.4914;40.767;140.10639999999998;47.2948;58.0009;55.499;87.0966;97.6122;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.895300000000002;22.529799999999998;;;98.09479999999999
178.5112;22.0;76.203456;1.0;26.4922;60.705999999999996;0;0;92.8878;0;127.9906;79.50200000000001;0;0;85.1916;50.4952;45.9994;41.147999999999996;144.7038;45.4914;55.88;58.800999999999995;81.50860000000002;101.1936;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.6286;23.901400000000002;;;100.81259999999999
183.388;24.0;100.017036;1.0;27.508200000000002;67.5894;0;0;111.506;0;134.3914;82.70240000000001;0;0;89.5096;51.4096;51.2064;43.02760000000001;150.9014;52.705;62.496700000000004;66.7004;94.8944;106.4006;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;28.6512;22.6314;;;111.4044
184.9882;35.0;95.481116;1.0;26.288999999999998;66.7004;0;0;111.506;0;133.604;83.0072;0;0;88.5952;51.4985;52.197;44.0944;152.90800000000002;53.2892;60.7695;64.28739999999999;87.6046;107.3912;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.2669;25.6032;;;107.01020000000001
171.2976;20.0;61.23492;0.0;25.4;59.309000000000005;0;0;83.69300000000001;0;122.80900000000001;79.9084;0;0;83.5914;46.9011;40.2082;34.163;139.0015;40.1066;54.864000000000004;56.489599999999996;67.79260000000001;107.696;0;0;0;0;0;0;0;0;0;0;0;0;0;71.9074;0;0;0;0;0;24.4221;18.4404;81.28;2.0;99.9998
175.41240000000002;26.0;64.63686;1.0;26.797;62.992000000000004;0;0;94.5896;0;128.6002;81.8896;0;0;90.5002;50.2031;42.1894;38.684200000000004;145.6055;44.9072;57.7088;52.4002;77.4954;108.4072;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.3685;22.3266;;;92.202
173.2026;32.0;77.11064;1.0;25.6032;58.4962;0;0;97.0026;0;123.59639999999999;74.7014;0;0;83.21039999999999;46.101;42.79900000000001;43.5864;139.9032;48.9966;52.8701;59.69;94.48800000000001;99.11080000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;23.8633;24.1046;;;106.80699999999999
164.00779999999997;42.0;65.77083999999999;0.0;23.6982;57.9882;0;0;92.50680000000001;0;121.41199999999999;72.6948;0;0;76.9874;43.9039;43.9928;34.4932;135.80110000000002;41.910000000000004;53.4543;62.992000000000004;71.9074;102.3112;0;0;0;0;0;0;0;0;0;0;0;0;0;78.58760000000001;0;0;0;0;0;24.4856;18.2118;86.36;1.0;108.20400000000001
184.9882;60.0;118.160716;1.0;28.397199999999998;65.50659999999999;0;0;118.3894;0;132.9944;81.1022;0;0;93.9038;52.908199999999994;53.009800000000006;39.8526;155.3972;48.590199999999996;60.833;67.41159999999999;118.6942;108.3056;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.813;28.8036;;;119.2022
167.005;61.0;68.0388;1.0;26.797;62.001400000000004;0;0;95.30080000000001;0;119.8118;75.2094;0;0;81.0006;45.897800000000004;41.808400000000006;42.2656;135.4963;45.897800000000004;56.4134;54.102000000000004;84.50580000000001;98.806;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.273;20.9296;;;96.0882
162.2044;56.0;55.791816;0.0;23.2918;57.0992;0;0;87.8078;0;118.3894;75.4888;0;0;77.2922;44.5008;39.0906;35.0012;134.2009;39.497;51.6128;55.1942;66.9036;100.6094;0;0;0;0;0;0;0;0;0;0;0;0;0;74.0918;0;0;0;0;0;23.1902;17.399;86.36;2.0;95.504
184.912;28.0;94.347136;1.0;28.9052;64.008;0;0;106.9086;0;134.7978;84.60740000000001;0;0;91.49080000000001;52.5018;48.793400000000005;42.7482;152.90800000000002;51.308;58.1914;66.5988;92.202;104.394;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;28.244799999999998;24.511000000000003;;;111.81080000000001
156.8958;63.0;56.018612;0.0;23.2918;57.5056;0;0;91.49080000000001;0;113.2078;72.39;0;0;75.69200000000001;43.7007;41.5036;37.9222;127.90169999999999;41.605199999999996;52.082699999999996;53.7972;73.3044;98.5012;0;0;0;0;0;0;0;0;0;0;0;0;0;72.898;0;0;0;0;0;23.901400000000002;18.5166;91.44;3.0;99.49180000000001
165.3032;33.0;69.853168;0.0;24.3078;58.4962;0;0;94.5896;0;117.60199999999999;74.295;0;0;78.0034;45.0088;39.497;35.6108;136.9949;45.897800000000004;52.8955;60.4012;80.49260000000001;99.28860000000002;0;0;0;0;0;0;0;0;0;0;0;0;0;80.39099999999999;0;0;0;0;0;23.749;19.6088;91.44;3.0;103.9876
156.4894;46.0;63.729676;0.0;22.402800000000003;55.499;0;0;97.10419999999999;0;111.81080000000001;71.3994;0;0;77.2922;43.205400000000004;38.303200000000004;35.2298;129.0066;42.79900000000001;50.4444;57.8104;88.011;97.9932;0;0;0;0;0;0;0;0;0;0;0;0;0;80.39099999999999;0;0;0;0;0;22.8092;19.5072;91.44;3.0;102.489
169.5958;51.0;77.337436;0.0;25.1968;58.6994;0;0;100.203;0;124.61240000000001;73.3044;0;0;79.1972;44.3992;43.5102;34.2646;143.4973;45.694599999999994;54.063900000000004;62.103;86.30919999999999;101.7016;0;0;0;0;0;0;0;0;0;0;0;0;0;86.0044;0;0;0;0;0;24.2697;18.6944;106.68;2.0;108.7882
182.499;39.0;85.955684;1.0;27.000200000000003;65.50659999999999;0;0;99.8982;0;132.207;83.89620000000001;0;0;94.2086;51.295300000000005;46.202600000000004;43.357800000000005;148.00580000000002;48.9966;60.032900000000005;62.611;91.49080000000001;107.5944;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;28.067000000000004;22.2504;;;106.299
187.90920000000003;53.0;92.305972;1.0;28.0924;66.7004;0;0;108.5088;0;133.1976;87.70620000000001;0;0;95.60560000000001;54.2036;48.006;43.6372;153.6065;49.504599999999996;61.6077;62.89040000000001;96.7994;109.3978;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.6479;27.279600000000002;;;106.80699999999999
158.496;28.0;62.595696;0.0;21.488400000000002;55.7022;0;0;96.012;0;112.80139999999999;73.6092;0;0;86.41080000000001;44.9072;41.5036;35.941;131.39419999999998;43.7896;50.1269;59.5122;79.9084;99.49180000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;79.80680000000001;0;0;0;0;0;23.8633;21.9964;91.44;3.0;102.59060000000001
184.2008;23.0;79.3786;1.0;27.000200000000003;67.8942;0;0;96.901;0;131.8006;83.7946;0;0;88.392;51.7017;44.805600000000005;43.02760000000001;149.1996;47.3964;62.0141;59.5122;84.9122;107.3912;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.686;22.732999999999997;;;101.29520000000001
155.6004;60.0;53.29706;0.0;23.012400000000003;55.2958;0;0;90.19539999999999;0;108.7882;69.7992;0;0;72.5932;41.9989;38.989;37.312599999999996;126.89840000000001;42.0878;49.7205;51.5112;68.8086;97.3074;0;0;0;0;0;0;0;0;0;0;0;0;0;75.99680000000001;0;0;0;0;0;22.4663;17.653000000000002;86.36;3.0;91.9988
160.7058;46.0;57.83298;0.0;22.1996;55.499;0;0;82.804;0;113.79199999999999;73.40599999999999;0;0;75.8952;44.196;40.005;36.0934;129.0066;40.4114;51.104800000000004;59.004200000000004;70.5104;100.6094;0;0;0;0;0;0;0;0;0;0;0;0;0;73.7108;0;0;0;0;0;23.685499999999998;16.2306;86.36;1.0;105.0036
179.6034;28.0;94.573932;1.0;27.406599999999997;66.9036;0;0;113.51259999999999;0;131.59740000000002;83.3882;0;0;91.9988;53.8988;48.4886;43.7388;149.8981;52.908199999999994;60.57900000000001;65.3034;100.81259999999999;105.0036;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;28.181300000000004;25.7556;;;105.2068
148.00580000000002;46.0;54.884631999999996;0.0;21.488400000000002;52.2986;0;0;94.48800000000001;0;105.5878;64.5922;0;0;72.5932;38.2016;37.998400000000004;34.5694;118.8974;42.1894;47.078900000000004;56.997600000000006;81.6102;91.694;0;0;0;0;0;0;0;0;0;0;0;0;0;77.6986;0;0;0;0;0;21.9964;19.5834;86.36;3.0;97.0026
160.909;48.0;92.98636;0.0;24.2062;55.6006;0;0;109.70259999999999;0;111.9886;69.1896;0;0;83.21039999999999;42.291;41.808400000000006;39.522400000000005;132.0038;47.2948;50.152300000000004;75.0062;102.8954;95.19919999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;95.4024;0;0;0;0;0;23.3553;23.3172;96.52;1.0;128.8034
164.00779999999997;43.0;53.29706;0.0;24.511000000000003;57.5056;0;0;84.50580000000001;0;118.2116;75.1078;0;0;80.7974;44.3992;39.1922;36.0172;134.5946;38.989;51.600100000000005;52.908199999999994;64.5922;101.29520000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;72.5932;0;0;0;0;0;23.5331;17.78;91.44;2.0;93.29419999999999
151.2062;44.0;46.946772;0.0;22.5044;54.5084;0;0;80.899;0;108.20400000000001;68.70700000000001;0;0;73.9902;41.0972;37.7952;34.7218;122.5931;37.998400000000004;49.2125;51.2064;72.6948;92.71000000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;70.6882;0;0;0;0;0;22.6568;17.119600000000002;86.36;2.0;91.2876
196.6976;50.0;102.511792;1.0;28.8036;71.60260000000001;0;0;109.4994;0;144.6022;91.38919999999999;0;0;103.70819999999999;56.489599999999996;50.190400000000004;43.6118;164.80790000000002;48.793400000000005;65.3923;61.0108;105.3084;120.8024;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;29.1846;25.679399999999998;;;110.3884
176.8094;41.0;81.873356;1.0;24.892000000000003;61.6966;0;0;100.711;0;127.6096;81.0006;0;0;91.2876;49.9999;47.498;42.1386;144.0942;48.006;57.3659;62.611;92.8116;106.1974;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;26.67;22.529799999999998;;;105.10520000000001
175.7934;63.0;80.51258;1.0;26.009600000000002;62.4078;0;0;105.99419999999999;0;123.59639999999999;77.8002;0;0;86.0044;48.3997;48.4886;40.309799999999996;146.4056;47.802800000000005;56.8833;58.293;99.5934;100.8888;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;25.7683;27.1272;;;107.3912
175.895;64.0;71.213944;1.0;26.390600000000003;62.611;0;0;95.7072;0;123.59639999999999;80.2894;0;0;89.8906;51.8922;45.9994;42.0116;144.44979999999998;46.101;58.5343;54.102000000000004;86.30919999999999;104.394;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;27.063699999999997;23.4188;;;96.18979999999999
162.0012;43.0;69.626372;0.0;23.393400000000003;57.0992;0;0;96.012;0;118.00840000000001;76.4032;0;0;80.01;45.110400000000006;41.808400000000006;40.4622;132.9944;46.7106;52.743100000000005;63.8048;77.2922;103.4034;0;0;0;0;0;0;0;0;0;0;0;0;0;81.6102;0;0;0;0;0;24.3586;18.161;91.44;2.0;109.4994
168.91;54.0;73.7087;0.0;23.012400000000003;59.89319999999999;0;0;97.20580000000001;0;121.793;76.91120000000001;0;0;92.6084;46.202600000000004;43.5102;38.9636;140.10639999999998;47.1932;55.7276;59.004200000000004;90.19539999999999;104.5972;0;0;0;0;0;0;0;0;0;0;0;0;0;84.0994;0;0;0;0;0;25.3492;18.9738;91.44;1.0;106.5022
178.5874;50.0;65.997636;1.0;26.009600000000002;66.5988;0;0;96.39300000000001;0;133.1976;85.9028;0;0;94.107;52.997099999999996;44.3992;41.9608;147.5105;44.3992;61.214000000000006;53.2892;78.8924;111.3028;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;28.194;22.8854;;;93.8022
171.19600000000003;22.0;73.481904;0.0;24.892000000000003;57.6072;0;0;95.504;0;122.60580000000002;79.4004;0;0;80.01;46.9011;41.5036;37.846000000000004;140.8938;45.592999999999996;53.1241;63.5;89.9922;100.81259999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;79.4004;0;0;0;0;0;24.231599999999997;22.402800000000003;91.44;3.0;105.5878
169.9006;23.0;73.935496;1.0;24.511000000000003;61.798199999999994;0;0;100.6094;0;118.3894;76.2;0;0;83.48979999999999;47.9044;47.7012;41.9608;136.652;47.3964;55.1307;59.5122;85.1916;95.8088;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;26.5303;22.732999999999997;;;103.0986
170.5102;30.0;63.729676;0.0;24.6126;57.8104;0;0;88.29039999999999;0;122.1994;78.58760000000001;0;0;82.3976;46.3042;41.5036;38.989;139.40789999999998;43.891200000000005;54.8386;58.1914;78.7908;99.39020000000001;0;0;0;0;0;0;0;0;0;0;0;0;0;75.69200000000001;0;0;0;0;0;23.456899999999997;19.6088;96.52;1.0;99.49180000000001
172.2882;39.0;60.899261919999994;0.0;22.7076;60.2996;0;0;90.39860000000002;0;123.16460000000001;79.9084;0;0;81.407;44.843700000000005;44.3992;35.941;142.4051;40.5892;56.464200000000005;56.489599999999996;72.39;105.3084;0;0;0;0;0;0;0;0;0;0;0;0;0;79.2988;0;0;0;0;0;23.876;18.034;91.44;1.0;99.9998
